Product ID,Product Category,Promotions
2437,Home_Appliances,Yes
7266,Laptops,No
3946,Electronics,No
4813,Home_Appliances,No
4594,Home_Appliances,Yes
6878,SmartPhones,Yes
9064,Electronics,Yes
8831,Home_Appliances,Yes
6301,Home_Appliances,Yes
7120,Electronics,No
8157,SmartPhones,Yes
6846,Home_Appliances,No
1029,Electronics,Yes
4619,Laptops,Yes
6234,Electronics,No
2110,Electronics,Yes
7783,Laptops,Yes
4695,Electronics,No
6600,Electronics,Yes
1507,Laptops,Yes
7705,SmartPhones,No
9043,Laptops,Yes
4271,SmartPhones,Yes
8715,Laptops,Yes
1731,Home_Appliances,No
2584,Laptops,Yes
7858,Laptops,Yes
1568,Home_Appliances,Yes
3738,Laptops,Yes
3422,Electronics,Yes
5525,Electronics,No
2641,SmartPhones,No
8750,Home_Appliances,No
4892,SmartPhones,No
5593,Electronics,Yes
6257,Electronics,Yes
8937,Electronics,Yes
9589,Home_Appliances,Yes
6904,Laptops,No
7102,Laptops,No
2480,Home_Appliances,Yes
5408,Electronics,No
1138,SmartPhones,No
5128,Laptops,Yes
7131,SmartPhones,No
5529,SmartPhones,No
1930,SmartPhones,Yes
5250,Electronics,Yes
8794,Home_Appliances,Yes
3999,Home_Appliances,No
6428,Laptops,Yes
2166,Laptops,No
4281,Laptops,Yes
8988,SmartPhones,Yes
3762,Electronics,Yes
8821,Home_Appliances,No
9700,Home_Appliances,Yes
7284,Electronics,Yes
9587,Home_Appliances,No
3701,Home_Appliances,Yes
3017,Electronics,No
1796,Electronics,Yes
9966,Home_Appliances,Yes
5423,Laptops,Yes
2741,SmartPhones,Yes
9980,Laptops,No
2809,Home_Appliances,Yes
5192,SmartPhones,No
1646,SmartPhones,No
1751,Home_Appliances,No
2522,Laptops,No
8835,Home_Appliances,Yes
3611,Laptops,No
1472,Home_Appliances,No
1753,Electronics,Yes
9570,Laptops,Yes
3435,Electronics,Yes
9123,Laptops,No
4648,Home_Appliances,Yes
9166,Laptops,Yes
1002,SmartPhones,Yes
1889,SmartPhones,No
2596,SmartPhones,No
9552,Home_Appliances,No
2752,Electronics,No
6536,Electronics,No
9172,Laptops,No
3845,SmartPhones,No
5067,SmartPhones,No
9393,SmartPhones,Yes
6657,Home_Appliances,No
7839,SmartPhones,No
3381,SmartPhones,Yes
2016,Electronics,No
4675,Home_Appliances,No
7825,Electronics,Yes
8259,SmartPhones,Yes
3906,Home_Appliances,Yes
3131,Electronics,No
6285,SmartPhones,No
6207,Electronics,Yes
4624,SmartPhones,No
8780,Electronics,Yes
4994,Laptops,Yes
9468,Laptops,No
9419,Electronics,Yes
7950,Laptops,Yes
6434,Home_Appliances,No
5237,Laptops,No
1096,Electronics,Yes
5937,Laptops,No
9740,SmartPhones,Yes
7113,Home_Appliances,Yes
9970,SmartPhones,Yes
3637,SmartPhones,Yes
1891,Laptops,Yes
8982,Home_Appliances,Yes
8960,SmartPhones,Yes
8017,Home_Appliances,No
6432,SmartPhones,No
2343,Home_Appliances,Yes
2235,Laptops,Yes
9842,SmartPhones,No
5767,Electronics,No
3717,Home_Appliances,Yes
3395,SmartPhones,Yes
7052,SmartPhones,No
6309,SmartPhones,No
7201,Electronics,No
6781,Laptops,Yes
2263,Home_Appliances,Yes
4773,Laptops,No
7732,Home_Appliances,Yes
1916,Laptops,Yes
2404,Laptops,No
3979,Home_Appliances,No
7196,Home_Appliances,No
1639,Electronics,Yes
1019,Laptops,No
8899,Electronics,No
2373,Laptops,No
9561,Home_Appliances,No
5155,SmartPhones,No
8904,Laptops,No
7522,Electronics,Yes
4513,Electronics,Yes
3381,Electronics,No
7296,SmartPhones,Yes
8192,SmartPhones,Yes
4795,SmartPhones,Yes
5520,Laptops,No
2124,SmartPhones,No
4187,SmartPhones,Yes
5821,SmartPhones,No
4985,Laptops,No
5224,Home_Appliances,Yes
9776,Home_Appliances,No
2245,SmartPhones,Yes
4115,Home_Appliances,No
6833,Electronics,No
1692,SmartPhones,No
5501,SmartPhones,No
7933,SmartPhones,No
2972,Electronics,Yes
6924,SmartPhones,Yes
4013,SmartPhones,No
3148,Electronics,No
4212,Electronics,Yes
9470,Laptops,No
2621,SmartPhones,No
5256,SmartPhones,No
4259,Home_Appliances,No
8322,SmartPhones,No
6527,Laptops,Yes
5773,Laptops,No
9535,Electronics,Yes
2311,Electronics,Yes
7504,Electronics,No
7387,SmartPhones,No
1468,SmartPhones,No
9987,Home_Appliances,No
9576,SmartPhones,No
6992,Electronics,Yes
5698,Laptops,No
4788,Home_Appliances,No
7385,Electronics,No
5454,SmartPhones,No
2808,SmartPhones,No
9764,SmartPhones,No
2477,SmartPhones,No
8597,Home_Appliances,Yes
3975,Electronics,Yes
8257,Home_Appliances,No
4415,SmartPhones,No
9534,SmartPhones,Yes
2850,Electronics,Yes
4982,Laptops,Yes
2497,Electronics,Yes
2759,SmartPhones,No
3207,Laptops,No
9906,SmartPhones,Yes
5314,Laptops,Yes
4912,Laptops,Yes
5638,Electronics,Yes
3126,Laptops,Yes
9026,SmartPhones,Yes
4419,Electronics,No
7814,Electronics,No
2276,Home_Appliances,No
3931,Electronics,No
2705,SmartPhones,Yes
6163,Laptops,No
9939,SmartPhones,No
1567,Home_Appliances,No
6159,SmartPhones,Yes
5341,SmartPhones,No
2264,Home_Appliances,No
2562,Laptops,Yes
8115,Home_Appliances,Yes
9591,Home_Appliances,No
7436,Electronics,Yes
6507,Electronics,No
3136,Home_Appliances,No
9589,Laptops,No
7776,SmartPhones,No
6729,Laptops,Yes
3555,Electronics,Yes
5713,Electronics,No
9814,SmartPhones,No
1301,Electronics,No
5444,Electronics,Yes
6901,Laptops,Yes
6168,Home_Appliances,Yes
1352,SmartPhones,No
6765,SmartPhones,Yes
1482,SmartPhones,No
4726,Laptops,No
4387,Home_Appliances,Yes
3215,Home_Appliances,No
4016,SmartPhones,No
5485,Home_Appliances,Yes
4783,Electronics,No
8680,Laptops,No
7694,Laptops,Yes
2083,Laptops,No
1685,SmartPhones,No
9605,Electronics,No
5025,Electronics,No
5770,SmartPhones,No
9470,Laptops,Yes
9952,Laptops,Yes
4308,SmartPhones,Yes
8362,Laptops,Yes
6491,Home_Appliances,Yes
6071,SmartPhones,Yes
5146,Laptops,Yes
8794,Electronics,Yes
4401,SmartPhones,Yes
5889,Laptops,Yes
3906,Electronics,Yes
2108,Electronics,No
6393,Home_Appliances,Yes
2436,SmartPhones,No
6797,Laptops,No
5759,Laptops,Yes
7793,Home_Appliances,Yes
2111,SmartPhones,Yes
1477,SmartPhones,No
8888,SmartPhones,No
9537,SmartPhones,Yes
6793,Electronics,No
7382,SmartPhones,No
4893,SmartPhones,Yes
1612,Laptops,Yes
6572,SmartPhones,No
9456,Electronics,No
6095,Electronics,No
6119,Home_Appliances,No
8227,Home_Appliances,No
2677,SmartPhones,No
5011,SmartPhones,No
1826,Laptops,No
8304,Home_Appliances,Yes
3159,Laptops,No
4796,SmartPhones,No
6320,Laptops,Yes
6711,Electronics,No
2162,Laptops,No
8903,Laptops,No
3835,Laptops,Yes
8294,Electronics,Yes
6364,Electronics,Yes
1003,Laptops,No
6187,SmartPhones,No
1133,Home_Appliances,No
1013,SmartPhones,Yes
7459,Laptops,No
3278,SmartPhones,No
3200,Home_Appliances,No
3248,Laptops,Yes
7303,Electronics,No
7731,Electronics,No
2311,SmartPhones,No
5017,Electronics,No
1176,Laptops,No
5738,SmartPhones,No
1845,Electronics,No
5552,SmartPhones,No
3476,Home_Appliances,No
9640,Electronics,Yes
7765,Laptops,Yes
5331,Laptops,No
9724,Laptops,No
5731,SmartPhones,Yes
8074,SmartPhones,No
7408,Home_Appliances,Yes
6132,Electronics,Yes
6759,Home_Appliances,Yes
4552,Electronics,Yes
4027,SmartPhones,No
5528,SmartPhones,No
7271,SmartPhones,No
4287,Laptops,Yes
2740,Electronics,Yes
1307,Electronics,Yes
7411,Laptops,No
2148,Laptops,Yes
5961,Electronics,No
8530,Home_Appliances,Yes
5896,SmartPhones,No
3292,Home_Appliances,No
9186,Electronics,Yes
7643,Laptops,Yes
3319,Electronics,Yes
1818,Home_Appliances,Yes
4613,Laptops,No
6268,Home_Appliances,No
3753,Laptops,Yes
7162,Laptops,Yes
5648,Laptops,Yes
7750,Electronics,Yes
5934,Home_Appliances,Yes
6929,Home_Appliances,No
4173,Laptops,No
6966,SmartPhones,No
3881,Electronics,Yes
6340,SmartPhones,Yes
7759,Home_Appliances,Yes
3374,Laptops,No
5418,Electronics,No
3804,SmartPhones,Yes
3784,Electronics,No
8757,Laptops,Yes
3440,Electronics,Yes
7974,Electronics,No
7662,Home_Appliances,Yes
8524,Electronics,No
4030,Electronics,Yes
5859,Home_Appliances,Yes
9433,Electronics,No
3871,Home_Appliances,Yes
8839,Home_Appliances,Yes
7929,SmartPhones,No
9714,Laptops,No
2075,Laptops,Yes
5521,Home_Appliances,Yes
9870,Laptops,Yes
4806,Laptops,No
9686,SmartPhones,Yes
4715,Electronics,Yes
3634,Home_Appliances,Yes
3072,Home_Appliances,Yes
8347,Electronics,Yes
8504,SmartPhones,No
3409,Laptops,No
3284,Electronics,No
6347,Home_Appliances,No
2431,SmartPhones,Yes
8006,SmartPhones,No
2435,Laptops,No
7944,Electronics,Yes
6495,Electronics,Yes
8571,Home_Appliances,Yes
1691,SmartPhones,No
1040,Laptops,Yes
9059,Electronics,No
6927,SmartPhones,No
1287,Electronics,Yes
3675,SmartPhones,Yes
9419,Electronics,Yes
5932,SmartPhones,Yes
3243,Laptops,No
3532,Electronics,No
1284,SmartPhones,Yes
6604,Electronics,Yes
6036,Electronics,No
8934,Electronics,Yes
2948,Electronics,Yes
4277,Electronics,Yes
6698,Home_Appliances,Yes
4555,Home_Appliances,Yes
9260,Home_Appliances,No
7219,Laptops,Yes
9515,SmartPhones,Yes
8486,Laptops,Yes
4093,Laptops,No
2723,Electronics,Yes
2666,Home_Appliances,No
4815,SmartPhones,No
6834,Laptops,No
3001,Home_Appliances,Yes
1438,SmartPhones,Yes
9518,Home_Appliances,No
6629,Electronics,No
7165,Home_Appliances,No
6119,Electronics,No
8797,Laptops,No
6779,Electronics,Yes
1440,Electronics,No
5001,Electronics,Yes
9821,Laptops,No
6185,Electronics,No
9237,Home_Appliances,No
2234,SmartPhones,Yes
2506,SmartPhones,No
4436,SmartPhones,No
7591,Home_Appliances,Yes
9178,Laptops,No
8106,Home_Appliances,No
5919,Electronics,Yes
3631,Laptops,Yes
6087,Laptops,No
3235,SmartPhones,Yes
1326,SmartPhones,Yes
2479,Home_Appliances,Yes
9605,Home_Appliances,Yes
7388,Laptops,Yes
8200,Electronics,No
9941,SmartPhones,Yes
1345,Electronics,Yes
6945,Home_Appliances,No
5186,Home_Appliances,No
6196,Electronics,No
8718,SmartPhones,No
5275,SmartPhones,No
4010,Home_Appliances,Yes
2347,Home_Appliances,No
3187,SmartPhones,No
7182,Electronics,Yes
3764,SmartPhones,Yes
2922,Laptops,No
5361,Home_Appliances,No
5636,Home_Appliances,No
4858,SmartPhones,No
7513,Laptops,No
4847,Electronics,Yes
7466,Electronics,Yes
8669,Laptops,Yes
9179,Laptops,No
5321,Home_Appliances,No
8208,Home_Appliances,Yes
8150,SmartPhones,No
3425,SmartPhones,Yes
4479,Home_Appliances,No
2545,Electronics,No
6300,Laptops,No
6397,Laptops,No
3118,SmartPhones,No
7248,Home_Appliances,No
7592,Home_Appliances,Yes
6080,Electronics,No
8805,Electronics,No
7979,Laptops,Yes
9638,SmartPhones,No
3434,Home_Appliances,No
1738,Laptops,Yes
6823,Electronics,Yes
7438,SmartPhones,No
5342,Electronics,No
1095,Laptops,No
8974,SmartPhones,No
4126,Home_Appliances,Yes
8139,Home_Appliances,Yes
1357,Laptops,No
4298,Laptops,Yes
8074,SmartPhones,Yes
8993,Electronics,No
7834,SmartPhones,No
4149,Home_Appliances,No
8675,Laptops,No
8738,SmartPhones,Yes
9063,Laptops,No
6878,Home_Appliances,Yes
2043,Home_Appliances,Yes
6820,SmartPhones,Yes
2706,Laptops,No
2669,Electronics,Yes
3572,Laptops,Yes
3014,Laptops,Yes
9274,Laptops,No
9677,Laptops,No
9456,Electronics,No
2140,Home_Appliances,No
3473,SmartPhones,No
5986,SmartPhones,Yes
3406,Home_Appliances,No
7627,Electronics,Yes
3064,Electronics,No
1456,Home_Appliances,No
1982,SmartPhones,Yes
5881,SmartPhones,Yes
9737,SmartPhones,No
3293,Home_Appliances,Yes
6919,Laptops,No
8802,Laptops,No
8210,Laptops,Yes
3119,Electronics,Yes
7051,Electronics,Yes
2929,SmartPhones,No
7910,Home_Appliances,Yes
6712,SmartPhones,No
3175,Laptops,No
2463,Laptops,No
8259,Home_Appliances,Yes
3028,Electronics,Yes
9713,Home_Appliances,Yes
2386,Laptops,Yes
3957,SmartPhones,No
3755,Electronics,Yes
6329,SmartPhones,No
5225,Home_Appliances,Yes
2885,Laptops,Yes
1305,Electronics,Yes
7664,Home_Appliances,Yes
9806,Electronics,No
3742,Laptops,No
6757,SmartPhones,Yes
2469,Home_Appliances,No
6215,SmartPhones,No
4450,Home_Appliances,Yes
3843,Laptops,No
2270,Laptops,Yes
6864,Electronics,Yes
4629,SmartPhones,Yes
4623,Electronics,No
1116,SmartPhones,No
3875,Electronics,Yes
9570,Electronics,No
7997,Electronics,No
9491,Electronics,Yes
6181,Electronics,Yes
2219,SmartPhones,Yes
1393,SmartPhones,Yes
1891,Home_Appliances,Yes
8314,Electronics,Yes
3089,Laptops,Yes
7249,Laptops,Yes
8428,Electronics,No
9474,Electronics,Yes
4172,SmartPhones,No
4983,SmartPhones,No
9866,SmartPhones,No
3369,Electronics,No
4297,Laptops,No
6499,Home_Appliances,Yes
4594,Home_Appliances,No
6431,Laptops,Yes
6863,SmartPhones,No
1719,Home_Appliances,Yes
5029,SmartPhones,Yes
2818,Home_Appliances,No
8106,Home_Appliances,Yes
7131,Home_Appliances,Yes
5819,Electronics,No
9011,Laptops,Yes
9342,Home_Appliances,No
9106,Electronics,Yes
7486,Laptops,Yes
3200,SmartPhones,Yes
7981,SmartPhones,No
4830,Electronics,No
5528,SmartPhones,Yes
5096,SmartPhones,Yes
9898,SmartPhones,No
1194,Home_Appliances,No
4829,Laptops,No
8025,Laptops,No
3102,SmartPhones,No
9808,Electronics,Yes
7404,Electronics,No
8397,Electronics,Yes
4058,Laptops,No
8449,Home_Appliances,No
2814,Electronics,No
4369,Laptops,Yes
9232,Home_Appliances,Yes
5044,Laptops,No
8476,SmartPhones,No
5081,Laptops,No
7447,Home_Appliances,No
2093,Home_Appliances,No
7041,SmartPhones,No
8572,Laptops,No
1618,Home_Appliances,No
2352,Laptops,Yes
1295,Electronics,No
5476,Home_Appliances,Yes
1782,Electronics,No
1797,Home_Appliances,No
1457,Electronics,Yes
3750,Electronics,No
9875,Home_Appliances,Yes
6181,Home_Appliances,Yes
1719,Laptops,Yes
3809,Laptops,Yes
6209,SmartPhones,Yes
4808,Electronics,Yes
4873,Electronics,Yes
7156,Laptops,No
1648,SmartPhones,Yes
4372,Home_Appliances,Yes
8247,Laptops,Yes
4345,Home_Appliances,Yes
3689,Home_Appliances,Yes
4299,SmartPhones,No
8101,Laptops,Yes
5918,Home_Appliances,No
8878,Laptops,Yes
9203,Laptops,No
9020,Electronics,No
3660,SmartPhones,No
1945,Home_Appliances,Yes
1462,SmartPhones,No
3644,Laptops,No
4093,Laptops,No
7271,Electronics,Yes
3338,Laptops,No
2587,Laptops,No
3200,Electronics,No
3993,Laptops,No
3721,Electronics,No
8949,Electronics,No
1685,Electronics,No
8961,Laptops,No
4925,Electronics,No
7583,Electronics,No
8404,Laptops,No
6278,Electronics,No
2333,Laptops,Yes
3345,Electronics,Yes
9990,Laptops,Yes
3792,Electronics,No
6349,SmartPhones,No
9757,SmartPhones,Yes
6623,Laptops,No
2436,Home_Appliances,Yes
7229,Electronics,Yes
6980,Home_Appliances,Yes
6176,Laptops,No
1562,Electronics,No
4534,Laptops,Yes
4450,Home_Appliances,Yes
7419,Home_Appliances,Yes
6706,SmartPhones,No
7451,Electronics,No
8904,Home_Appliances,Yes
3418,Home_Appliances,Yes
1859,Laptops,Yes
4946,Home_Appliances,No
2468,Laptops,No
2910,Home_Appliances,Yes
2549,Laptops,No
9806,Electronics,No
9004,Electronics,Yes
3948,SmartPhones,Yes
2438,Electronics,Yes
9919,Electronics,Yes
5807,Laptops,No
9818,Electronics,Yes
4526,SmartPhones,No
5177,Home_Appliances,No
3346,SmartPhones,Yes
9379,Home_Appliances,No
5055,Electronics,No
6464,Home_Appliances,No
7203,SmartPhones,No
5620,Electronics,Yes
9711,Laptops,No
3547,SmartPhones,Yes
5081,Laptops,Yes
5699,Home_Appliances,No
6123,Electronics,Yes
5683,Electronics,No
9156,Electronics,No
1119,SmartPhones,Yes
9652,Laptops,Yes
4687,Home_Appliances,No
7115,Home_Appliances,Yes
1036,Home_Appliances,No
1580,Electronics,No
2755,Home_Appliances,No
2388,Laptops,Yes
5098,SmartPhones,No
2780,Home_Appliances,Yes
4251,Home_Appliances,No
4260,Electronics,No
3087,Laptops,No
3066,Home_Appliances,Yes
1131,Laptops,Yes
9376,Electronics,No
4250,Electronics,Yes
3436,Electronics,No
4270,SmartPhones,Yes
7997,SmartPhones,No
6240,Electronics,No
2650,Laptops,No
3134,SmartPhones,No
2429,Electronics,Yes
4120,Electronics,Yes
8769,Home_Appliances,Yes
6690,Electronics,No
9255,SmartPhones,Yes
4116,Electronics,Yes
7393,Home_Appliances,Yes
9401,SmartPhones,No
2951,Home_Appliances,No
3178,Home_Appliances,Yes
7047,SmartPhones,Yes
1938,Home_Appliances,No
2743,SmartPhones,Yes
7479,Laptops,No
8526,Laptops,Yes
3911,Home_Appliances,Yes
7594,Electronics,Yes
1716,SmartPhones,Yes
1153,SmartPhones,Yes
8279,Laptops,Yes
9906,Electronics,No
1019,Laptops,Yes
7303,Electronics,No
5617,Electronics,No
3475,Home_Appliances,No
5702,Laptops,No
2251,Home_Appliances,Yes
8838,Laptops,No
7308,Laptops,No
5028,Laptops,Yes
4593,Electronics,Yes
3188,SmartPhones,Yes
7898,Electronics,Yes
1431,Electronics,Yes
3406,Electronics,Yes
3988,SmartPhones,No
1216,Electronics,Yes
8443,SmartPhones,Yes
9544,Laptops,Yes
2264,SmartPhones,No
7950,Electronics,No
5623,Home_Appliances,Yes
1530,Electronics,No
1138,Laptops,Yes
3122,Laptops,Yes
7260,Electronics,No
2528,Home_Appliances,Yes
9573,Home_Appliances,No
1655,Laptops,Yes
3496,Electronics,Yes
2428,Home_Appliances,No
2461,Laptops,No
8242,Laptops,Yes
3113,SmartPhones,No
1699,Home_Appliances,Yes
7541,Laptops,Yes
8616,Electronics,No
6198,Laptops,Yes
8699,Electronics,No
8756,Electronics,No
2134,Laptops,No
1880,SmartPhones,Yes
9773,Laptops,No
4253,Home_Appliances,No
6185,Home_Appliances,No
7658,Laptops,Yes
1597,Laptops,Yes
4131,SmartPhones,No
3043,Laptops,No
9571,Home_Appliances,No
9892,Laptops,No
2625,Electronics,No
9924,Electronics,No
7243,Electronics,No
7484,SmartPhones,No
7794,Laptops,Yes
9502,SmartPhones,Yes
7412,Electronics,No
3846,Laptops,Yes
7422,SmartPhones,Yes
8166,Home_Appliances,Yes
7265,Laptops,No
4175,Laptops,No
1379,Electronics,No
5292,SmartPhones,Yes
2205,Laptops,No
3639,Home_Appliances,Yes
9953,SmartPhones,Yes
9384,SmartPhones,Yes
2367,SmartPhones,No
5822,Laptops,No
5605,SmartPhones,Yes
8309,SmartPhones,Yes
7126,Electronics,No
9691,Home_Appliances,No
4525,SmartPhones,Yes
4502,Home_Appliances,Yes
2686,Electronics,No
4246,Laptops,Yes
3803,Home_Appliances,Yes
1076,Laptops,Yes
1266,Laptops,No
6131,SmartPhones,No
7126,Electronics,Yes
8138,SmartPhones,Yes
1705,Electronics,No
5422,Laptops,Yes
7771,Home_Appliances,No
8908,SmartPhones,Yes
4373,Laptops,Yes
7308,Home_Appliances,No
3523,Home_Appliances,Yes
9412,Electronics,No
2672,Electronics,Yes
8802,SmartPhones,Yes
3467,SmartPhones,Yes
7267,Home_Appliances,No
9497,Home_Appliances,Yes
5361,SmartPhones,Yes
7437,SmartPhones,No
5718,Electronics,Yes
