Date,GDP Growth Rate (%),Inflation Rate (%),Consumer Sentiment Index,Industry Trends
2023-03-11,1.2858729863884775,1.7979397346869013,97,Emerging technology trends
2023-03-12,1.209177538598525,1.6627078583429247,73,E-commerce boom
2023-03-13,2.4424509764861524,2.991161851248928,102,E-commerce boom
2023-03-14,2.3350314072603995,2.3459765146185454,87,Sustainability focus
2023-03-15,0.8635062895087091,1.481068058607083,109,Sustainability focus
2023-03-16,1.397300320807125,2.0204836257465204,76,Sustainability focus
2023-03-17,0.777981150644018,2.6617999416544516,110,Market consolidation
2023-03-18,1.358264547176555,2.9866547951993154,98,E-commerce boom
2023-03-19,2.296302665849277,2.683024481936016,105,Emerging technology trends
2023-03-20,2.265536134427693,1.2109942701253356,104,E-commerce boom
2023-03-21,0.7322009302600074,2.355533602218162,72,Emerging technology trends
2023-03-22,2.126621459859254,1.783111596865124,76,Market consolidation
2023-03-23,0.6792706279816423,1.1684799901970095,102,Market consolidation
2023-03-24,2.1381778833644702,1.0426377242544878,70,E-commerce boom
2023-03-25,1.6114610651088326,2.052787241720139,99,E-commerce boom
2023-03-26,0.5744259822339073,2.452999006320671,106,Market consolidation
2023-03-27,0.7880922124293126,2.1983604295312125,109,E-commerce boom
2023-03-28,2.4604471044727854,1.7788821310844827,71,Sustainability focus
2023-03-29,2.4112735622583004,2.343048712205152,76,Market consolidation
2023-03-30,2.4976574475974225,2.545037458012211,75,Sustainability focus
2023-03-31,1.1827916621454575,1.4889049206696354,107,Market consolidation
2023-04-01,1.4417862539873774,2.2510343318434787,101,Emerging technology trends
2023-04-02,2.3224514784866983,2.5257682369500047,108,E-commerce boom
2023-04-03,1.6579749129053545,2.780389039998746,105,Sustainability focus
2023-04-04,1.357947642046218,1.4391505964681242,109,E-commerce boom
2023-04-05,1.0243007890672966,2.6397802158539108,72,Market consolidation
2023-04-06,2.1781271283750847,2.5602103354732373,81,Sustainability focus
2023-04-07,1.126360018540377,1.1116743500752468,102,Sustainability focus
2023-04-08,1.9808237388817522,2.3968983032357896,90,Emerging technology trends
2023-04-09,0.7841612732523087,1.6232514872329824,93,Sustainability focus
2023-04-10,0.8992107357893049,1.300353972797314,73,Market consolidation
2023-04-11,2.1335192963543737,1.6650569200065406,89,E-commerce boom
2023-04-12,2.3892776789570496,2.820558810959822,103,Sustainability focus
2023-04-13,0.7772975988106574,1.0740092081383452,79,E-commerce boom
2023-04-14,1.929884104789487,2.219119714216548,106,Emerging technology trends
2023-04-15,0.9773667265364949,1.7792901924760824,93,Sustainability focus
2023-04-16,1.661953301067328,2.035156118040736,92,E-commerce boom
2023-04-17,2.0039571459706216,1.8948187179688352,73,E-commerce boom
2023-04-18,1.2108920111061325,2.7494638233997444,81,E-commerce boom
2023-04-19,1.7017011929906343,2.0559769624010222,102,Market consolidation
2023-04-20,1.543307804976312,1.224147611894186,95,Market consolidation
2023-04-21,0.5367468729374238,1.9381984637996934,83,Sustainability focus
2023-04-22,1.2792502636928453,2.495254106372597,82,Sustainability focus
2023-04-23,1.7788365886448614,1.1637061417445007,71,Emerging technology trends
2023-04-24,0.9473204894155223,1.0349904635869462,88,Market consolidation
2023-04-25,1.1468098998996066,1.9566378408135978,76,Sustainability focus
2023-04-26,1.5785131941199175,2.0769193005887447,89,E-commerce boom
2023-04-27,2.492625193935379,1.241157799580385,72,Emerging technology trends
2023-04-28,2.3744461195051487,1.2654016063678741,80,Sustainability focus
2023-04-29,0.7596429299223064,1.6015418357438806,109,Market consolidation
2023-04-30,2.452888986802215,1.4397289704431835,94,Sustainability focus
2023-05-01,1.9273143784468911,2.3374887684920784,87,Emerging technology trends
2023-05-02,1.5695916116421518,2.4112272850893146,107,E-commerce boom
2023-05-03,0.9122987181017366,1.495013857509772,108,Sustainability focus
2023-05-04,2.2025298713249937,1.9567293034124609,103,Market consolidation
2023-05-05,1.8572068392036039,1.9452495579132705,108,Market consolidation
2023-05-06,2.367071919022038,1.1129487456579534,86,E-commerce boom
2023-05-07,2.2967892891668624,1.193197364984119,76,Emerging technology trends
2023-05-08,2.407057700333765,1.3641628443956377,99,Market consolidation
2023-05-09,1.1898469638996292,2.834823370648593,90,Market consolidation
2023-05-10,2.2253939158355522,1.0765694746973093,98,Sustainability focus
2023-05-11,1.3133452407590962,1.2087435712924914,86,Sustainability focus
2023-05-12,1.9712111023546026,1.6158949937266482,83,Sustainability focus
2023-05-13,1.8344624467237687,2.0865241697925505,92,Emerging technology trends
2023-05-14,1.6095489399266292,1.5766412887142331,88,Emerging technology trends
2023-05-15,1.650965015922771,1.7196598114424233,110,E-commerce boom
2023-05-16,1.9579591970652943,1.02131718976596,71,Emerging technology trends
2023-05-17,1.1152946738990677,1.6287823840094553,94,Emerging technology trends
2023-05-18,1.4646783463645636,2.253026685968753,105,E-commerce boom
2023-05-19,0.9230982886368009,2.1184756144473313,80,E-commerce boom
2023-05-20,2.2220433312461787,1.6395673126402766,76,Market consolidation
2023-05-21,2.4469650969166006,2.693945244297689,71,Market consolidation
2023-05-22,2.090192797382625,1.8627143310948358,102,E-commerce boom
2023-05-23,1.2415887570513564,1.772382405765198,80,Sustainability focus
2023-05-24,1.2058118701803608,1.5602131729820694,78,Sustainability focus
2023-05-25,0.6049557992354377,1.9738210589237999,83,Emerging technology trends
2023-05-26,2.4325756564047447,2.9395044016681995,83,Market consolidation
2023-05-27,1.2365775096688019,1.201933948723635,109,Sustainability focus
2023-05-28,0.9610384147106628,1.9533051449298224,88,Sustainability focus
2023-05-29,1.603493979831188,2.3459405785725562,73,Sustainability focus
2023-05-30,0.8680407898602724,2.3210948201212744,108,Market consolidation
2023-05-31,2.1603137741104828,1.210148356978339,74,E-commerce boom
2023-06-01,1.2810871688969419,2.973219927143056,95,Emerging technology trends
2023-06-02,0.5974885921731901,1.8037181403738705,101,E-commerce boom
2023-06-03,2.254059689045019,2.6887287123605956,107,Sustainability focus
2023-06-04,1.1352108662375733,2.208970552785769,73,Emerging technology trends
2023-06-05,1.9264004874656584,2.7642640592774326,84,Market consolidation
2023-06-06,0.5094581713209261,2.340939678147309,89,Market consolidation
2023-06-07,2.4777426016289175,1.9197461930539415,110,E-commerce boom
2023-06-08,0.5565303674991107,2.89127971023417,104,Emerging technology trends
2023-06-09,0.9289385486989057,1.6170201076857427,83,Emerging technology trends
2023-06-10,2.072250193926804,1.949008496737391,87,Market consolidation
2023-06-11,1.5453467497605342,2.8694763319269185,82,E-commerce boom
2023-06-12,2.2997671179108314,1.2409323275502924,94,E-commerce boom
2023-06-13,2.4352660508415447,1.3543681018998124,108,Market consolidation
2023-06-14,1.2790093465157075,2.3722553304235108,94,Sustainability focus
2023-06-15,1.7312667302528415,2.6421870760700443,89,Emerging technology trends
2023-06-16,1.173333715144007,2.6654978577903,83,Emerging technology trends
2023-06-17,2.4931068497562316,1.0209344542171008,81,E-commerce boom
2023-06-18,1.4892121783648242,2.2060353110762048,102,Emerging technology trends
2023-06-19,0.517292459305783,2.081082406430085,90,Emerging technology trends
2023-06-20,0.8449646346473574,2.723513949150054,110,Sustainability focus
2023-06-21,1.926367799892421,1.6468366098995482,89,E-commerce boom
2023-06-22,1.791972141979673,1.2406357638195167,85,Emerging technology trends
2023-06-23,1.8169561950091726,2.4196962671125206,105,Sustainability focus
2023-06-24,1.2851802810095412,1.934231223126969,71,Sustainability focus
2023-06-25,0.829497908927473,1.8061017255124638,74,Sustainability focus
2023-06-26,2.0048783923231426,2.581748502703771,89,Emerging technology trends
2023-06-27,1.2361955542311334,1.7561387190649955,87,Emerging technology trends
2023-06-28,2.2215831984828416,1.0434641215134366,90,Sustainability focus
2023-06-29,0.7963240139546124,2.0445930162213513,85,Emerging technology trends
2023-06-30,1.1537301269611018,1.9465275352643523,96,Market consolidation
2023-07-01,1.8130425908673578,2.3859958529249647,97,Emerging technology trends
2023-07-02,1.4251064595962804,2.851832545179011,101,Market consolidation
2023-07-03,1.2748415864807907,1.524304293057779,94,Sustainability focus
2023-07-04,1.4453768681194983,2.743177517372655,99,Sustainability focus
2023-07-05,1.6283461060386781,1.2302060326321576,107,E-commerce boom
2023-07-06,0.5329467086569191,2.8908867787149934,108,Market consolidation
2023-07-07,1.0036920955710904,2.0369522347386275,80,E-commerce boom
2023-07-08,2.161476095280415,2.670240594565932,109,Market consolidation
2023-07-09,1.3184249829869636,2.1819858934131497,104,Market consolidation
2023-07-10,1.524120865955722,2.316140256758325,108,E-commerce boom
2023-07-11,2.380367791296136,1.1421331275810807,77,Market consolidation
2023-07-12,2.1086979198119944,2.4522689545062617,108,Market consolidation
2023-07-13,1.9163028296007256,1.8882242051721847,102,Emerging technology trends
2023-07-14,2.046605809871528,2.076607610411525,95,Sustainability focus
2023-07-15,2.2200911761510707,1.230488009155512,107,E-commerce boom
2023-07-16,1.4001687731383836,1.7918639794301452,96,Market consolidation
2023-07-17,2.374852838871985,2.0192728778189037,89,Sustainability focus
2023-07-18,0.9002845268756787,2.522068168576887,76,Market consolidation
2023-07-19,2.028789492429996,1.1653109006374842,107,E-commerce boom
2023-07-20,1.8294949803403453,1.8249695968864232,99,Emerging technology trends
2023-07-21,1.579383721059056,1.7550789432295515,96,Market consolidation
2023-07-22,0.5773782103730614,1.606171210004316,97,E-commerce boom
2023-07-23,2.0848914294586463,1.3547332628480226,90,Emerging technology trends
2023-07-24,0.671393984480319,2.9642115407235314,106,Emerging technology trends
2023-07-25,1.825943422584821,1.0093151395590958,107,Market consolidation
2023-07-26,1.212428923383793,2.7375405430451587,107,E-commerce boom
2023-07-27,1.9651641260931967,2.8339917767901968,81,Market consolidation
2023-07-28,2.0352802965931365,1.9307629875759742,80,E-commerce boom
2023-07-29,1.0311387358991022,2.4757612518426795,108,Emerging technology trends
2023-07-30,0.9950830935652462,1.436819069206535,89,E-commerce boom
2023-07-31,2.000187292906056,2.846425294140919,95,Emerging technology trends
2023-08-01,0.6866032674651972,2.587489042019319,71,Sustainability focus
2023-08-02,1.8308006517654714,1.922822623401853,70,Market consolidation
2023-08-03,1.9730577813155448,1.7598578080853833,79,Sustainability focus
2023-08-04,1.6403392792482216,2.2962115939599705,76,Market consolidation
2023-08-05,1.7194371705829343,2.5645064058897176,103,Sustainability focus
2023-08-06,0.8534105352932286,1.2631727302134184,79,Sustainability focus
2023-08-07,0.9056646992028274,1.8574995970876984,106,Market consolidation
2023-08-08,1.1023673099475233,2.4626150962353996,97,Market consolidation
2023-08-09,2.16560779731215,1.8644158216118634,84,Market consolidation
2023-08-10,2.439904747769404,1.7090761983749536,92,Sustainability focus
2023-08-11,0.6302262486212666,1.7630147145356896,82,E-commerce boom
2023-08-12,1.5135852809827448,1.6523456687158318,76,Emerging technology trends
2023-08-13,2.286181549704195,1.7807991456017376,87,Emerging technology trends
2023-08-14,0.8277176189665068,1.6412870162981212,90,E-commerce boom
2023-08-15,0.6337137575623957,1.2916047032486973,91,Market consolidation
2023-08-16,1.9703258269158097,2.701999746790103,70,E-commerce boom
2023-08-17,1.2923053062253054,1.7534187228732268,84,Market consolidation
2023-08-18,1.707844070686249,2.3091308318806067,104,E-commerce boom
2023-08-19,2.150401717763199,1.5601643567093157,89,Market consolidation
2023-08-20,2.4958770166553315,1.2779642574531442,77,Emerging technology trends
2023-08-21,1.3084316643647034,2.700663696439743,110,Sustainability focus
2023-08-22,1.1174294031831433,2.6965369426457872,81,E-commerce boom
2023-08-23,2.1701421997514583,1.037200329741279,74,Emerging technology trends
2023-08-24,1.665360286513684,2.48411262360157,100,Sustainability focus
2023-08-25,0.6798722807767157,2.289247541544932,107,E-commerce boom
2023-08-26,0.7393084858238654,2.9031177703602156,104,E-commerce boom
2023-08-27,2.3537357126810434,2.5844664978911096,96,Sustainability focus
2023-08-28,1.0778626465980847,1.296024322478989,96,Emerging technology trends
2023-08-29,0.5263098580232581,2.0857361361948117,80,Sustainability focus
2023-08-30,1.8597005786957201,2.781299006338098,100,E-commerce boom
2023-08-31,2.442445799323685,1.3538410020574168,83,Emerging technology trends
2023-09-01,1.0731780202790284,1.6192936142121686,77,E-commerce boom
2023-09-02,1.4070512160049249,1.1114555390036183,92,Market consolidation
2023-09-03,1.9103038156945047,1.0471054419508679,98,Market consolidation
2023-09-04,1.0108291863356627,2.6594056880512893,100,E-commerce boom
2023-09-05,1.086607579556713,2.9463009595212197,83,E-commerce boom
2023-09-06,2.365112608772682,2.6241158499463024,71,E-commerce boom
2023-09-07,1.3102215917436861,2.7345915771270146,74,E-commerce boom
2023-09-08,1.569401313586689,2.6441480527563517,90,Emerging technology trends
2023-09-09,2.2252705415660072,2.985939728080232,78,Market consolidation
2023-09-10,1.7203991336036655,1.8555276342094913,106,Market consolidation
2023-09-11,0.7582701205439661,1.095039790622436,100,Market consolidation
2023-09-12,1.521402482201581,2.187450536676711,99,Market consolidation
2023-09-13,1.882390571320771,2.3984844922947763,91,E-commerce boom
2023-09-14,1.6295208677131525,1.290620763633199,77,E-commerce boom
2023-09-15,2.354778268994785,2.2344030745613823,102,Market consolidation
2023-09-16,1.6958873201280487,1.1158571738217447,76,E-commerce boom
2023-09-17,1.2662523490299633,2.380301282316947,79,E-commerce boom
2023-09-18,0.5690005671382876,1.7094095401177225,104,Sustainability focus
2023-09-19,0.9185553312851711,2.9753992785136614,86,Sustainability focus
2023-09-20,1.5552676318007224,1.862736667439081,93,Market consolidation
2023-09-21,0.8263560557083396,1.858560156061964,73,Market consolidation
2023-09-22,1.7990874647980037,2.454502253182225,87,Sustainability focus
2023-09-23,2.290144733580025,2.957618492226193,73,Market consolidation
2023-09-24,1.1127520335708436,1.708903220383439,94,Sustainability focus
2023-09-25,1.6281204331509762,2.5391668364947044,102,Market consolidation
2023-09-26,0.7170042649086297,1.12215178032307,77,Market consolidation
2023-09-27,2.2644817643469866,1.242529472369614,94,Market consolidation
2023-09-28,1.1474214854475404,1.3568678095606104,73,Market consolidation
2023-09-29,1.221424049207549,1.2587695847986806,105,Sustainability focus
2023-09-30,1.3355860548987237,2.336411301644381,79,Emerging technology trends
2023-10-01,1.9273409569990851,2.5717399641957197,94,Emerging technology trends
2023-10-02,1.3123277186168825,2.409755158754705,89,Emerging technology trends
2023-10-03,2.1017269643967182,1.0153709625668528,101,E-commerce boom
2023-10-04,1.957957013922576,1.2378127808519013,107,E-commerce boom
2023-10-05,0.7538626387332756,1.78277976513713,90,Sustainability focus
2023-10-06,1.3592667357714479,2.9495318904318095,90,Sustainability focus
2023-10-07,1.1471732479019972,1.9271139345675121,76,E-commerce boom
2023-10-08,2.093781788705934,1.5654254958775893,92,Sustainability focus
2023-10-09,1.660667896627581,1.9742111462152063,85,Emerging technology trends
2023-10-10,1.4195054217952987,1.395374189924465,104,Market consolidation
2023-10-11,1.5637582097940734,1.079023288131223,71,Emerging technology trends
2023-10-12,0.6584924718536282,2.9534437250417875,102,Sustainability focus
2023-10-13,1.3651010690217462,1.886294778493973,88,Emerging technology trends
2023-10-14,0.66492049887914,1.8991090035551619,79,Emerging technology trends
2023-10-15,0.7544262783052089,1.9843378381479366,88,Emerging technology trends
2023-10-16,2.2277844860621467,1.7261695717643406,93,Sustainability focus
2023-10-17,1.2633499415165237,1.7491189558706823,102,E-commerce boom
2023-10-18,2.332840653175876,2.347360515547141,81,Sustainability focus
2023-10-19,2.182945518048921,2.8905113774197178,110,E-commerce boom
2023-10-20,2.4369304214617173,2.2644763963508883,106,Sustainability focus
2023-10-21,2.2768652620136214,2.8914462011091726,95,Market consolidation
2023-10-22,1.1253411686322934,1.369149846775326,76,E-commerce boom
2023-10-23,1.3488206515435066,1.3754861527341447,103,Emerging technology trends
2023-10-24,1.0742225689035088,1.7656634583448179,70,Emerging technology trends
2023-10-25,1.9779171149576584,1.6797367604259066,74,E-commerce boom
2023-10-26,1.5966274834703644,2.496484924086518,105,E-commerce boom
2023-10-27,1.581131173967452,1.403681159038417,81,E-commerce boom
2023-10-28,1.6958749050943327,1.3176821207867249,75,E-commerce boom
2023-10-29,1.0820257141861809,1.1814063274105795,101,Market consolidation
2023-10-30,1.0241744512821298,1.1868227502849964,72,Emerging technology trends
2023-10-31,0.758804751235445,1.035291082156851,82,Emerging technology trends
2023-11-01,0.7513990033054703,1.3955045825565318,102,Market consolidation
2023-11-02,1.5719106477999094,2.358282723886497,102,Sustainability focus
2023-11-03,0.7475285437672832,2.90058736864398,89,Market consolidation
2023-11-04,0.5433213026265138,1.7125059424059812,95,Emerging technology trends
2023-11-05,1.1571245376303554,1.9172801272521893,70,Sustainability focus
2023-11-06,1.1888939297724712,1.3331769449031246,77,Sustainability focus
2023-11-07,1.6918552124145896,2.3101622693319452,90,Emerging technology trends
2023-11-08,2.023712884600677,2.9711357987265257,99,Sustainability focus
2023-11-09,1.0263759333018014,2.550720558638109,109,Sustainability focus
2023-11-10,1.4071536465011585,2.257414892680884,87,E-commerce boom
2023-11-11,2.0999665675676558,2.011608728421883,98,E-commerce boom
2023-11-12,1.5797932168611475,1.282556999704266,88,E-commerce boom
2023-11-13,1.903220184820079,1.5895170764142412,89,Market consolidation
2023-11-14,2.1516534620820957,1.0535870302171046,70,Emerging technology trends
2023-11-15,0.6508850327809235,1.552161218904273,73,Market consolidation
2023-11-16,0.5894169982768216,2.2181308694827013,79,E-commerce boom
2023-11-17,0.5237751506921964,1.1777944780825504,109,Sustainability focus
2023-11-18,2.0830461151458084,1.1401613453248591,77,Market consolidation
2023-11-19,0.7322544745711774,2.705239803494084,83,Market consolidation
2023-11-20,0.9605062247132492,2.193436873686499,84,Sustainability focus
2023-11-21,1.4166164897734455,2.8090152016999155,92,Sustainability focus
2023-11-22,0.6012974152366313,2.076998731122411,70,E-commerce boom
2023-11-23,0.5610962737825631,2.3881641815458403,95,Emerging technology trends
2023-11-24,1.0567665356592064,1.3675403673073034,101,Market consolidation
2023-11-25,1.5447299379477952,1.1259367873194126,81,Market consolidation
2023-11-26,1.2627545992605327,2.0419251884233542,90,E-commerce boom
2023-11-27,1.7083823532829587,1.944226917459368,105,Sustainability focus
2023-11-28,0.5087549173144061,2.231009442315793,102,Emerging technology trends
2023-11-29,2.066377229032346,2.9310933156681895,88,Market consolidation
2023-11-30,0.799065849750189,2.048438147529276,89,E-commerce boom
2023-12-01,0.7412487739366249,2.431940912182119,80,Sustainability focus
2023-12-02,2.1398837717647416,1.7142083524613678,82,Emerging technology trends
2023-12-03,1.6531958935861644,2.6793488815403483,73,E-commerce boom
2023-12-04,1.1420727709957166,2.7834767649986794,97,Market consolidation
2023-12-05,1.858652681197233,2.908857436264004,84,Emerging technology trends
2023-12-06,0.8989626605780536,2.439597534898882,105,Market consolidation
2023-12-07,2.190354510839423,1.3428560490279289,82,E-commerce boom
2023-12-08,0.805089515987016,2.2192581309475434,79,Emerging technology trends
2023-12-09,1.46408010480357,2.3840280232101563,74,Emerging technology trends
2023-12-10,1.950506679430581,1.9286906086359588,104,E-commerce boom
2023-12-11,1.6145115712612526,2.216627795763076,81,Market consolidation
2023-12-12,1.2612718657853048,2.3157120684743244,90,E-commerce boom
2023-12-13,0.9726441543773348,1.0482416714305232,90,Market consolidation
2023-12-14,0.5180762309368863,1.9468543949693988,80,Market consolidation
2023-12-15,1.7625000336484542,1.269436799254762,100,Sustainability focus
2023-12-16,1.1122686265698143,1.9438282671225242,96,Market consolidation
2023-12-17,1.4084470580676165,2.793015973808192,93,E-commerce boom
2023-12-18,1.3951924413278138,1.6019501825753604,71,E-commerce boom
2023-12-19,1.9069208552269086,2.107161465168091,85,Emerging technology trends
2023-12-20,2.4592860885801837,1.6680147331359636,86,Emerging technology trends
2023-12-21,1.325274441970015,2.732099652340535,98,Market consolidation
2023-12-22,2.198141745324688,1.0675200115127528,102,E-commerce boom
2023-12-23,2.091669082408515,1.4393317026130235,108,E-commerce boom
2023-12-24,1.163888036689928,1.057185696736872,98,Emerging technology trends
2023-12-25,1.3881589727104613,1.077794177125281,85,E-commerce boom
2023-12-26,1.7223728588895268,2.5044717935118492,100,E-commerce boom
2023-12-27,0.5764845775391461,2.8598660817160804,84,E-commerce boom
2023-12-28,2.398265182471193,2.776920843264713,103,Emerging technology trends
2023-12-29,1.9061291678908927,2.5140443197607407,86,Sustainability focus
2023-12-30,1.753566069230051,1.8412493295605812,75,Sustainability focus
2023-12-31,1.3143358655487172,1.268025173045028,92,E-commerce boom
